text,labels,ID
"RT @QueenKyleNicole: #YouAreBeautiful #flawed to #perfection #quotes #christinaaguilera #musiclovers 
",1,597
"Give me some money! #Hopeless 
",0,598
"Bad idea to open #bps today @marty_walsh Do you have any idea how #crippled we are in #DOT?!! This! For an hour!! 
",0,599
"RT @Ramikantari: #hurt #pain #angry #quotestags #quote #nofilter @quotestags_app 
",0,600
"Greeted by strange children at the atm #antibanter #frightened #poverty #sorrow #yourbalanceis13cent #familyfun 
",0,601
"Favourite photo with keziah #fuming 
",1,602
"RT @aiysha91: #Fuming #fiery #AngryYoungMan #shlok #Outstanding #Expression #Perfect #Attitude @avinashsachdev4 @imwaseemsabir 
",1,603
"Basketball #abandoned #urbex #decay #exploration #trespassing #akron #basketball #bball 
",0,604
"RT @RiskyChip: Ouch! #TooTight #wrong texture #haircare #TradingStandards #Shrewsbury #ROBBERY 
",0,605
"Do you ever feel like the guy on the left!? #Monday #gloomy #difficultpeople #flockoff 
",0,606
"#Gardenofthegods #colorado #breathtaking #PicsArt #naturephotography #ScenicStops #winter #gloomy #stillbeautiful 
",0,607
"sums up my free time #exploring #adventuring #walking #train #tracks #traintracks #gloomy #grunge #hipster #punk 
",0,608
"And the prize for negative children's book goes to #picturebooks #grim 
",0,609
"Kung maging tayo, sayo lang ang puso ko. ?????? ???????? ?????? #Black&white #Happiness #eyebags 
",1,610
"RT @tamaralgray: Tawakalna 'ala Allah #Happiness #Success 
",1,611
""" You can't buy happiness but you can buy cake, and that's kind of the same thing!"" #cake #happiness 
",1,612
"RT @nikita1372: May these smiles never fade <3 #deepveer #happiness 
",1,613
"Finding #Happiness at #Work #leadership RT @pfgregg #psychology #productivity 
",1,614
"RT @LeaderUp: We tend to forget that #happiness doesn't come as a result of getting what we don't have... Via @benkubassek 
",1,615
"My babies loved the pool #swimming #pool #countryinnandsuites #indoorpool #heated #familyfun 
",1,616
"Sometimes music, inspires me. #broken-lyric. 
",1,617
"Are #YOU ready for #gametime?Enjoy this #NBA Season on this awesome new sectional!#Heated #Massage seats!ON #SALE NOW 
",1,618
"Evening #northeasthour how are we all today. I'm back fit & well after my first #cold #babies #helpless #fightingfit 
",1,619
"The problem is we dont want to share! We treat them like they dont exist! #feelingsorry #ashamed #helpless 
",0,620
"RT @MiaLarson: Via @thejenwilkinson: Who are we if we are willing to hurt the #helpless ?"" #Animalrights #Humanrights 
",0,621
"#theantler by onlysambates Bruuuh #breakingbenjamin #hopeless 
",0,622
"I hate the fact that I love this guy... #hopeless #SOS help plweas?? 
",1,623
"RT @jewelofark: everything about #SCREAMS #WRONG this so unnatural anyone with Eyes can see this. MY GOD ??? #StopThisSeaWorld 
",1,624
"@mzansiplates not sure how to caption this... #horrified 
",0,625
"suchimn: #Foodforthought #fadingout #horrified @itssylviaplath #quote #TweetsNow 
",0,626
"Let your voice be heard! 18+ #endsuicide #blithe #selfharm #thinspo #bonespo #edo #hurt #cut 
",0,627
"Callagy Law: ... - - Cal ... - #Accident #Caraccident #Fall #Hurt #Pain #Personalinjury 
",0,628
"It's all about little details. Thank you L #infatuated #gift #chivalryisnotdead 
",1,629
"#Remember no one can make you #feel #inferior without your #consent 
",1,630
"RT @uupinfo: SUNY EOP students tell @NYGovCuomo he's #wrong to cut funding to SUNY opportunity programs 
",0,631
"RT @freeformers_uk: Final session with the @educationgovuk London cohort! @digitaldfe #ideation #intense #apps #digitalskills 
",1,632
"Deadend #urbex #abandoned #tampere #photography 
",0,633
"RT @siltucha: Si,esta foto era en honor a nuestro Armin? #Intense 
",1,634
"3 Ways to Shake Off Loneliness via @shonhyneman #Loneliness 
",0,635
"Thinking of ways to make some extra #money ? #donate #lifesaving #plasma ! #Giving #caring #BIOTEST 
",1,636
"""@katiebennett_94: A picture speaks a thousand words #In WarbsWeTrust 
",1,637
"Getting back into it. #career #NeverStopNeverSettle #overjoyed 
",1,638
"""@MattMays Coolest shitter EVER. Tell me you #crushed it! haha @PossumKingdom13 is this an #opportunityofalifetime 
",1,639
"It's Adventure Time at McDonald's! #happyhappyhappymeal #overjoyed :D 
",1,640
"She's so cute I can't cope. ? #whipped 
",1,641
"Just Give it to #Jesus he will take care of it #JesusCalling #Depression #follow 
",1,642
"#colorsplash_bw #zealous Mypornblocker - #protect #your family. amazing conversion: Pro 
",1,643
"OMG @ChrissyCostanza I AM OBSESSED #Gravity EP PREVIEWS #Gravity #Talk #DreamingAlone #Paralyzed #FireProof #Brighter 
",1,644
"#Passionate #Tender #Touching #flirty #playful #eroticmassage 
",1,645
"Shiny, shiny event copies :D #Zero #OrbitSeries #SciFi #ScienceFiction #BookSignings #Fiction 
",1,646
"EBAY SALE: PokerM.ag #passionate #HR #leader #Business #Seeking 
",1,647
"@ShepherdHomes still no comments? #broken #wingmirror #vw #t5 #dontbuytheirhouses #untrustworthy 
",0,648
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Coffee ??? 
",1,649
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Coffee ??? 
",1,650
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,651
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,652
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,653
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,654
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Banana #Strawberry ??? 
",1,655
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,656
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Laptop ??? 
",1,657
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Dancing ??? 
",1,658
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,659
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,660
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,661
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,662
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,663
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,664
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,665
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,666
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Movie #Coffee ??? 
",1,667
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Coffee #Movie ??? 
",1,668
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,669
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee??? 
",1,670
"#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Reading ? 
",1,671
"Zoe's first love #Rattled @JohnnyHarper15 
",1,672
"@sainsburys this cheese is in date til 17th March and it's already green. Just sprinkled it on dinner #ruined 
",0,673
"Oh my! Another cake but it slid around in its box hahahaha now it looks like this #ruined 
",1,674
"@amellywood Still takes my breath away. #intense 
",0,675
"Blog Post: #VivaBianca #Scorned #NudeScene #ShowingAss #Fetish #TiedUp #PosingHot #Beautiful 
",1,676
"Blog Post: #VivaBianca #Scorned #Hot #Sexy #Babe #Terror #Gorgeous #Celebrity 
",1,677
"Blog Post: #VivaBianca #Scorned #Hot #Horny #Gorgeous #Bra #Fetish #Famous 
",1,678
"Blog Post: #AnnalynneMccord #Scorned #NudeScene #Babe #Doll #Female #Cute #Hot 
",1,679
"The #seething mass of self #loathing and #spewing hatred 4 all will consume this planet before #global warming 
",0,680
"To walk out of work? people with limited minds and draconian ideas! 180 characters doesn't cut it! #Seething 
",0,681
"RT @Treasuremakeup: Lead a colourful life #colour #INtense #pigment #powder #eyeshadow #makeup #mehronmakeup #mehronuk 
",1,682
"""@ThatKidRalph: I was going to be a child and violate butttt I'm grown #shook 
",0,683
"""@ThatKidRalph: I was going to be a child and violate butttt I'm grown #shook 
",0,684
"The @forthone @forthoneCFK Allstars have two new signings for the new charity season... More to follow... #delighted 
",1,685
"RT @FitgurusDave: Take on #FitGurus Athlete @l_benson new full body conditioning workout! #Intense 
",1,686
"What does Jesus teach about anger? #jesus #christian #theology #anger #faith 
",0,687
"#zealous #newyearsday Paidsocialmediajobs. - new #killer affiliate dashboard.: Get Paid 
",1,688
"Yup. This sums up my feelings about The Grammys last night. #isolated 
",0,689
"The Dragon watching ... - #Beach #Green #Isolated #Morning #Moss #Rock #Salt #Sea 
",1,690
"Why #socialmedias make people feel down? Here's what research said #Addicted #depression 
",0,691
"RT @choosgin: #FlexibleWorking: working from home drives #productivity 13% more but #loneliness is downside 
",0,692
"RT @HeyIts_ANDY: I love my @HardRock guitar picks ?? #MEDIUM 
",1,693
"So this is where we'll be on Friday night. @TheWeirRooms in the @RiverleeHotel, enjoying some of these. #delighted. 
",1,694
"Yummy #steak #chuckeye #hollandaise #potatoes #rosemary #peas #medium #epic #flavours by thefalloft 
",1,695
"My last 100 squats is at 10pm and I'm done with my workouts #FitLife #Strong #Fit Journey #NewMe 
",1,696
"Had to be rescued off the mountain! #skiingitaly #mortified 
",0,697
"So glad this moment is over! #mortified #somanypeoplesaw yikes!! 
",1,698
"I always tell myself I'm not gonna post a picture, but every time the art is just so perfect ???? #speechless 
",1,699
"Really not the way to treat your #cigars. #Habanos deserve better. #neglected 
",0,700
"@krackheadkac only listens to what she wants to hear ? #neglected 
",0,701
"Nice job @ProfesoraHernan on the radio (@1047TheFish ) delivering @CLCRidgeview Valentines to @childrensatl. #caring 
",1,702
"I had to watch and review #Outcast for @pajiba, and now I'm dead inside. 
",0,703
"$100 for 20 mins of #passionate #erotic #bliss! #Cum #play with our #sexy #sultry #seductive #hotties! ??? 
",1,704
"Doing something you are #passionate about generates a contagious #positive vibe. 
",1,705
"RT @aatessex: Are you #passionate about #AAT? We need you on the #branch #committee! Great experience on CV! PM me! @YourAAT 
",1,706
"Almost got a kiss from Larry today #ifonly #rejected #heartbroken #playa 
",1,707
"The journey to the top is lonely. #abandoned church in #StLouis #Missouri #photography #fineart #photograph #stl 
",0,708
"SHE FOLLOWS ????THANK YOU SO MUCH ? #youtuberfollowedme #jennamarbles #shocked 
",1,709
"Sims community is sickeningly polite. My toxic mentality prevents me from befriending other 'Simmers"" #2edgy #shunned 
",0,710
"Unbelievable training with this man #speechless @JonnyWilkinson 
",1,711
"When your friends know u can't watch one of your favs and so they send you pics & videos! #Speechless ?? #Sanremo2015 
",1,712
"SO FUCKING BEAUTIFUL. #speechless @AndyBVB @ChrisABiersack @AmyBsack 
",1,713
"RT @HorrifyingPage: Found in an abandoned building. 
",0,714
"RT @AmyRoseKathryn: Unwanted dog abandoned outside train station left so sad it was CRYING its eyes out 
",0,715
"RT @abandonedspaces: Abandoned snow filled mall... 
",0,716
"RT @abandoned_pics: An abandoned train station in Abkhazia, Georgia. 
",0,717
"Breathtaking Photos of Abandoned Places 
",0,718
"Me when my deadbeat b'daddy's mom (who abandoned him @ 1)messages me hoping he doesn't have dad's ""rebellious streak"" 
",0,719
"RT @HorrifyingPage: Found in a basement of an abandoned house 
",0,720
"RT @RileyDevilDog: ""@NBCNewYork: 8 dogs in sweaters found abandonded. This is what'll happen to them 
",0,721
"Valentines day lunch with my photographer who has abandoned me for court coverage in Stephenville... Miss this guy! 
",1,722
"RT @TheDailyOtter: Abandoned otter pup recovers after a night in the cold, w/ more here: 
",1,723
"Someone looks suitably abashed after 1 hour of failed recall due to a much more interesting rabbit warren 
",1,724
"GUESS WHO IS FINALLY seeiNG TAYLOR SWIFT IN CONCERT AFTER ADORING HER SINCE 2006 !!/):&3'wH!2@""0hGrw$]+?=_=%-$#_+'el 
",1,725
"RT @narrybxbe: a fan gave harry a packers snapback that's so cute and he looks so so happy aww i love seeing him interact with fans 
",1,726
"Im not finished adoring this 
",1,727
"How has God set your hearts aglow through the work of others? #ShowYourGlow 
",1,728
"Hearts, aglow in the dark, enliven the shadows around us and sing in the light. 
",1,729
"make every day valentine's day--hearts aglow and flowers galore--- 
",1,730
"RT @2015CanadaGames: The # CNCentre is all aglow with the #northernstory! 
",1,731
"""@BethJiricek: @DopeyPS Thanks for the RTs:) aglow!!... 
",1,732
"RT @NatGeoPhotos: Top Shot: Roads Aglow 
",1,733
"Tonight we recieved a donation of ?200 from our friends @GooleUnitedAFC towards the VPG defibrillator! #speechless 
",1,734
"#Extremely #Proud #Delighted #ScottishBand #BreakTheButterfly #HardRockRising #HardRockEdinburgh votes still coming 
",1,735
"It's Time for a Change #WorldLoveForDolphinsDay 
",1,736
"""Getting high""... ... - #Abandoned #Architecture #Asylum #Buildings #Canon #Collapse 
",0,737
"Let out a lot of build up anger last night no hoe shit lol 
",0,738
"#NowPlaying This Could Be The Night by Cindy Mizelle ?? sheeeit I'm #washed ??? 
",1,739
"RT @VicePresPPPP: Anguished at the heinous attack on the Imambarah yesterday. We all stand with our Shia brethren today. 
",0,740
"Ranchers care about their community ~ #beef #cattle #ranchlife #caring 
",1,741
"India's Modi ""appalled"" at temple built to worship him. 
",0,742
"""@Fiton_30: Happy birthday @maggi__hughes ? #whipped 
",1,743
"Word for Today: ardent. adjective. having, expressive of, or characterized by intense feeling; passionate, fervent. 
",1,744
"RT @voodumamajuju: Barren waste land 
",0,745
"Someone please help @imdommm she needs serious help, some nice lad just take her out for valentines #desperate 
",1,746
"Got one awesome #Wicked tshirt from one awesome friend today. Love it! #OneShortDayInNYC 
",1,747
"50 shades of whip my chest til it's candy apple red ?????? #femdom #torture #pain #whipped #whipping #hurtme 
",0,748
"@hindu_blood @ensine @riwired @wuhokay unnecessary belligerent & maladroit handling by Adelaide police.... 
",0,749
"Patient X. by johannesburkhart - #Abandoned #Clinic #Decay #Hospital #LostPlace 
",0,750
"RT @fritzhahn: Who needs Valentine's Day when you've got punk rock and bitter cocktails? Tonight's options: 
",1,751
"Dont be bitter today be better ??? 
",1,752
"#zealous #newyearsday Public #speaking cheat: Learn the easy way to overcome your fear 
",1,753
"International Car Forest of the Last Church - Goldfield, NV #nevada #abandoned 
",0,754
"RT @Jdcm96: Hola.RT @gabrielaso_: black beauty 
",1,755
"A Black Republican wrote ""Lift Every Voice & Sing"" The Black Conservative 
",1,756
"#concrete #derelict #brutalist #brutalism #abandoned #London 
",0,757
"RT @TheClothPorn: Black diamond ?? 
",1,758
"Just when you thought your world was finally beautiful again.. He makes it black and white. 
",0,759
"The Golden star @NawalElZoghbi in @Prada black bag #Fashion #NawalElZoghbi . 
",1,760
"RT @SNIPER_686: This Girl Is... WoW!!!! #Gorgeous #speechless @amycarsonbby 
",1,761
"@Sia I really don't know what this look spouse to be? #Confused #TheGrammys #FashionPolice @e_FashionPolice. ? 
",0,762
"RT @CP_Phaedra: Another setback for #Camden plan to demolish #abandoned buildings. @kcshlly reports: #blight 
",0,763
"RT @MedcalfByESPN: ""@KKcards: Cards' shoes today are an adidas initiative honoring Black History Month, also worn by NC State #L1C4 
",1,764
"RT @brownblaze: Black. Queer. And HERE. #BlackLoveDay 
",1,765
"This #abandoned power plant in #Belgium looks like something out of X-Men! See more: #travel 
",0,766
"RT @CybelDP: Bleak Winters & Increased Production Value. Tips for Shooting in Cold Weather by @CybelDP 
",0,767
"'bleak view from a gas pump in rural ohio' - jordan castro, 2015 
",0,768
"laney wont stop bleeding. ?? 
",0,769
"Awww #MikeRalph You have #Delighted Me!!! #Cake ? @SodexoUK_IRE @Tech_Sodexo #MonthofLove ???? 
",1,770
"@SoftTouchArts @AbeVsmith @qobpub Bleeding Heart Show - dark side of love exhibition. Creative young talent. 
",1,771
"#destroyed grill Know God Free Twitter Traffic 
",0,772
"A List Of 20 Super S #wildlife #wild 
",1,773
"Beauty comes in pairs! Grab this pair of Indonesian Blotched Anthias in tonight's DD: 
",1,774
"Behold the lilies of the field.....#bible #caring @lajlaj1 @CSPressRoom 
",1,775
"umbrella has arrived. now to actually like... render this shit or w/e since its just colors blotched all over rn 
",0,776
"RT @SnakeBytesTV: Pied!! With an awesome black blotched pattern... 
",1,777
"Surf taco to mend my broken heart? 
",1,778
"""@GracieSamuels: Don't wake up on May 8th and the loss of our NHS and the nation's broken heart #GetCameronOut 
",0,779
"#pornstars #vintage #retro #pussy #licking #brunette #blowjob #wicked #xxxcom 
",1,780
"This Bobby Brown lad is buoyant again! What a week for @OfficialIdeye ! Super performance today. Delighted for him! 
",1,781
"BUOYANT wishes you a Happy Valentine's Day~! #valntinesday #happy 
",1,782
"So this happened... ???? #seafood #lochfynne #lobster #destroyed #shellfish #toomuchloveforfood 
",1,783
"#Repository by ... - #Abandoned #BeautyInDecay #Dark #Darkness #Daylight #Dead 
",0,784
"RT @trscoop: HORRIFIC: ISIS parades 17 captured Kurdish fighters to be BURNED ALIVE 
",0,785
"RT @OmgLoveMsgs: me if my school burned down 
",1,786
"RT @JRehling: An Islamic center in Houston was burned down this morning in the land of the free and the home of the brave. 
",0,787
"RT @kEsquire: The legendary slave who burned down Montreal, Marie Joseph Angelique, she was executed in 1734 
",0,788
"RT @slone: DEAR GOD: 17 Kurdish fighters paraded in cages 'to be BURNED ALIVE' like Jordanian pilot 
",0,789
"RT @Adina2375: @KatBlackwell THX FOR THE FOLLOW PLS RT #JessicaChambers BURNED ALIVE NO MEDIA COVERAGE OR ARREST #JusticeforJessica 
",0,790
"RT @Independent: There are fears that 17 captured Kurdish soldiers could be burned alive by Isis 
",0,791
"RT @mooneyedmelly: Aw, turkey neck, Craig Hicks, was known for caring about dogs. That expiates his terrorism, right, media? 
",0,792
"RT @priyaguptatimes: Arpita is caring & giving just like Salman bhai: Aayush @khanarpita @aaysharma @BeingSalmanKhan 
",1,793
"Shit match tonight, very disappointed, poor all round. Cold night in Hull......upset #AVFC #UTV #worried 
",0,794
"' It's about caring someone ' 
",1,795
"RT @paultsmyth: Visited an abandoned estate in Galway on Sunday....i want to move in!! #Abandoned #Hort #Glasshouse #GardenRevival? 
",0,796
"Happy Valentine's Day to the most caring, consistent, and loving man in my life. I love you so much. 
",1,797
"RT @all1dcrew: Louis is so sweet and caring. 
",1,798
"The examination ... - #500d #Abandon #Abandoned #AbandonedBuildings #BlackAndWhite 
",0,799
"Share the #Love on #Valentines.Support amazing wk of #volunteers caring for #animals @St_Lucia 
",1,800
"RT @thefemaleboook: Rob Dyrdek is the real winner here ?? 
",1,801
"@SeanHMurray what's happening in this pic? #confused 
",0,802
"Just an average girl she always wore a smile she was cheerful and happy for a short while now shes older... ? 
",1,803
"Seriously @EASPORTS_MUT @MUTGuru @Schautz47 this has got to go #worthless #eliminatethewaste 
",0,804
"Happy Valentine's day everybody. Have yourselves a cheerful evening. 
",1,805
"Happy Valentine to this beautiful, kind, and cheerful person @MarymAlMuhanna ??? 
",1,806
"@FinallyMario Mario Fantastico wish our postman was this cheerful :-) 
",1,807
"La vache qui rit - a cheerful Ox from a C13th copy of ibn Bakhtishu. #history 
",1,808
"#HotPics #Cute #Cheerful Avatar on #AppAndroid 
",1,809
"Cheerful! ? RT @TheVedix: Here's the 515 toxic chemicals women put on their bodies everyday. 
",1,810
"RT @GemmaAnneStyles: Happy birthday @Michael5SOS you cheerful little elf ??? 
",1,811
"#BestFoodNuts #delicious #pecans #delighted #bliss 
",1,812
"@RealPaigeWWE &am generally usually always known to be thoughtful&a cheerful giver(2 Corinthians 9:6-7)also c pic:] 
",1,813
"#Wiserswhiskeyquestionoftheday Cheerful Valentines Day Everybody:Did You Get Another One Of My Valentines Day Card 
",1,814
"#Wiserswhiskeyquestionoftheday Cheerful Valentines Day Everybody ... Did You Get My Valentines Day Card 
",1,815
"#Frozen #Retail: 10 chilling #photos from inside a snow-covered #abandoned #mall @mashable 
",0,816
"You dont need too many friends to be happy, the real ones are worth cherishing. Good night ? 
",1,817
"Cherishing Time by Vince Lusk 
",0,818
"Happy #Valentinesday #Love begins by cherishing who we truly are ? 
",1,819
"#Gorgeous #Sophisticated #Proud #Beautiful #Talented #Devoted #Courageous One and Only my itty my love<3 @BakhtawarBZ 
",1,820
"Valentine's isn't really about the fancy surprises, it's about cherishing the whole moment with your loved one. 
",1,821
"My @HunterHayes Valentines Day edit. ?? Have a fantastic day everyone! Spend today cherishing the people you love. ? 
",1,822
""" There's certainly nothing compassionate about blaming someone for being stuck behind those walls."" 
",0,823
"TBT to freshman year when you were a bammer & I was a barner.. Wait what? #cooledits #throwbacktuesday #confused (-: 
",0,824
"Along with mindfulness, we should always try to be honest, compassionate, and helpful to others. #mindfulness 
",1,825
"My favorite cowboy turns 53 today! So grateful for him and truly madly in love! #goodguy #devoted #fittogether 
",1,826
"""We must learn to live together as brothers or perish together as fools"" #Family #Caring #Love #Sharing #OneLove 
",1,827
"RT @francesetparker: Transgender Kids Arent Confused About Who They Are, So Stop Trying T... #Childrearing 
",1,828
"RT @Real_Liam_Payne: This is crazy aha 
",1,829
"RT @arialvv: ""@JackmerOfficial: Crazy Idea (uh la la) [Lyric Video] https://t.co/BsOGYaIH7F ME GUSTAAA 
",1,830
"crippled megs & bae ??? 
",1,831
"RT @AusOpinion: Paul Kelly: The Abbott government now lives on borrowed time. #libspill #auspol 
",0,832
"#zealous #newyearsday Yummyarts #cakes, cookies and candies membership: Get Instant Acc 
",1,833
"Cliff dwelling above Peacocks Gallop (recently demolished) #abandoned #streetphotography #earthquake #Christchurch 
",0,834
"you #belong to #God. #Always try to do what is #right,be #devoted to #God, & have #faith, Have a #Blessed #Monday 
",1,835
"RT @Stitch_Head: @ASU_Baseball's celebration was so miraculous, a crippled boy tossed his crutches & ran amok. Be a witness here: 
",1,836
"Top chef even when I'm crippled, just need the assistance of a chair. ?? 
",1,837
"RT @ForeignBaddiee: Crippled & Still Looking Good.??? 
",1,838
"Your War Toys Crushed In High Heels HD-720p #CRUSH via @c4supdates 
",0,839
"pretty lady crushed by Baby Elephant !!! ? 
",1,840
"THIS IS SO CUT E 
",1,841
"Thank you @rachelmagahy @tara_bliss #Spirited is inspiring my essay writing #devoted #doitnow #enthused 
",1,842
"In the U.S. people believe receiving mean Tweets is on par to this woman's suffering. It is truly a debased West. 
",0,843
"""So you felt demeaned, debased, abused&assaulted. Embrace these feelings,for me"" #ChristianGrey #50DollarsNot50Shades 
",1,844
"He was a dream of #Africa- how utterly debased to kill Him for fun, and mount his head on a wall! BAN #trophyhunting 
",0,845
"RT @SIXgunBANDIDO: If U Protect The Fetus But NOT The Child..Then U Are NOT Pro-Life. #hypocrisy #hunger #abused #poor 
",0,846
"How species-centric to kill #animals for fun - their lives mattered to THEM! Selfish soulless debased #hunters 
",0,847
"RT @BritCits: Mum looks dejected at spending Valentine's Day apart from husband and father of her two kids. #HeartsApart 
",0,848
"Happy Valentine's Miss Trixie! I noes I is in trubble! *dejected ears* 
",1,849
"@MattSmith1230 @ProFlowers The flowers look like a dejected King Tritan: 
",0,850
"Boom. So. Flippin. Pumped. #Devoted 
",1,851
"[PIC] "" City boss Kevin Keegan appears dejected after United's dominance. "" 
",0,852
"RT @colinmunford: @davidgboon Josh was delighted 
",1,853
"@Moathillphoto Arrived safely & it's perfect. Thank you for all your work & capturing our day so well! #delighted :-) 
",1,854
"Boxer beats up gang of thugs after they harass his wife: #fight #crazy 
",0,855
"RT @BelindaMossMUA: @CHIHaircare thank you @JMC4PR for all your support. #HappyHair #CRAZY #MakeItHappy #makeupartist #hair 
",1,856
"For everyone who's depressed enjoy this picture of mozzarella sticks ???? 
",1,857
"And in this one, GEJ seems like someone deserted & confused >>> 
",0,858
"LOOK AT THESE STUNNING PHOTOS OF A DESERTED NYC IN THE... https://t.co/ZLzEDGGFRD 
",0,859
"Deserted Alley by alexanderpolomodov - #Architecture #Moscow #Night #NightPhotography 
",1,860
"Going insanely crazy ..#crazy #muscle #Wolverine #ripped 
",1,861
"RT @SimpsonsQOTD: ""Oh, don't you worry, most of you will never fall in love and marry out of fear of dying alone."" 
",1,862
"Quality of life: Tucson picks desolate intersection (3rd-Miramonte), starts bleeding cyclists. 
",1,863
"#zealous #newyearsday Rocket #italian. top selling italian course.: Learn Italian Onlin 
",1,864
"#Angels in the outfield #Love 2 #kiss. Stop #Dogs #abused life. #Love is in the air PLS RT 
",1,865
"RT @FloydMayweather: ....Miss Pac Man is broke and desperate for a pay day. Your Pay-Per-View numbers are a joke. ???? 
",0,866
"a tenderness and beauty in things half-destroyed by love... 
",1,867
"#Urbex #Asylum #grime #discarded #forgotten #abandoned #junk #Urbex_Extreme #Urbex_supreme #28DaysLater 
",0,868
"After NOAH said ""I do,"" he was stunned when VIXEN shouted ""No!"" and threw her bouquet away. NOAH was devastated! 
",0,869
"Everyone looks so devastated all the time in this movie asdfghjklm fuuuuuu 
",0,870
"Smell scent of #ROSES in Ur life w/#LOVE #Abused #Dogs need help. #Sponsorship 4 Books Write-MaggieTails@gmail.com RT 
",0,871
"RT @fangirlwhowaits: @heatworld @Anythingbatch so please, before you say that all his fans are devastated and heartbroken... 
",0,872
"RT @The_News_DIVA: Devastated wife finds out cheating husband is married to another woman on #Facebook 
",0,873
"Devoted husband, 74, has written his wife a love letter every day for almost FORTY YEARS 
",1,874
"RT @BestProAdvice: The reason why this devoted dog is in critical condition will make you cry: 
",0,875
"RT @BBCSporf: VIDEO: A Crystal Palace fan produces a hilarious parody song devoted to Yaya Sanogo! 
",1,876
"RT @blackveilbrides: Let @Loudwire know who has the most devoted fans in the world! Vote here 
",1,877
"RT @ALSTennessee: It is nice to have an entire day devoted to those that we care so much about. #HappyValentinesDay 
",1,878
"RT @ladygaga: I hate to say it @CapitalOfficial but it's TRUE! I do have the best and most devoted fans ever! #GagaBestFans2015 
",1,879
"RT @Liam42173: @Netflixhelps @netflix @reedhastings The Save Selfie Squad is a devoted fanbase. You would get a slew of buyers. 
",1,880
"Devoted to your sweetie? Show your commitment with a New Mod or Manufactured Home! #ShareTheLove @GoVillageHomes.com 
",1,881
"Got @harto book for my birthday and impulsively devoted to dye my hair ginger because why not 
",1,882
"discarded all the naughty nights for niceness. 
",1,883
"Checkout lane discarded items of note: expensive mango juice; expression of love 
",1,884
"RT @christinamartin: Valentine's Day display at the charity shop. Basically last year's discarded presents. And sentiments. 
",1,885
"Found @VanessaHudgens in the Disgraced Playbill :) Can't wait for @GigiOnBroadway to open in NYC! 
",1,886
"@TimdeLisle Better things for writer to work on.Not scathing enough. Not bdsm just dismal fantasy of this man's wife 
",0,887
"RT @MirrorFootball: Blackpool got 99 problems and a pitch a?i?n?'?t? IS one 
",0,888
